chr1	14830	14969	2	2	1	0	3	49
chr1	15039	15795	2	2	1	0	1	20
chr1	17056	17232	2	2	1	0	3	28
chr1	17056	17605	2	2	0	0	1	46
chr1	17743	17914	2	2	1	0	2	46
chr1	18062	18267	2	2	1	0	1	5
chr1	18367	24737	2	2	1	0	1	49
chr1	92241	112699	2	2	1	0	1	5
chr1	120933	129054	2	2	1	0	1	47
chr1	136222	136610	2	2	0	0	1	19
chr1	136757	136952	2	2	0	0	1	29
chr1	136757	137147	2	2	0	0	1	29
chr1	143012	146385	2	2	1	1	0	12
chr1	146510	146641	2	2	1	0	1	26
chr1	146510	155766	2	2	1	0	4	30
chr1	155832	158592	2	2	0	0	1	19
chr1	155832	164262	2	2	1	0	3	31
chr1	164506	164770	2	2	0	0	2	21
chr1	164792	165883	2	2	1	0	17	50
chr1	165943	168099	2	2	1	0	9	41
chr1	168166	169048	2	2	1	0	5	50
chr1	169265	172556	2	2	1	0	3	47
chr1	172689	173752	2	2	1	0	7	43
chr1	185351	185490	2	2	1	0	3	49
chr1	185560	186316	2	2	1	0	3	38
chr1	187578	187754	2	2	1	0	1	24
chr1	187578	188129	2	2	0	0	1	46
chr1	188267	188438	2	2	1	0	1	37
chr1	188903	195262	2	2	1	0	1	33
chr1	268817	289265	2	2	1	0	1	5
chr1	476946	485039	2	2	1	0	1	47
chr1	494899	494991	2	2	1	0	3	44
chr1	495050	495276	2	2	1	0	1	38
chr1	495050	497108	2	2	1	0	3	42
chr1	495050	498683	2	2	1	0	1	38
chr1	497300	498072	2	2	1	0	2	33
chr1	497300	498398	2	2	1	0	3	39
chr1	498306	498398	2	2	1	0	4	33
chr1	498457	501555	2	2	1	1	1	6
chr1	501621	502186	2	2	1	1	1	43
chr1	501621	502464	2	2	1	0	1	39
chr1	501621	502997	2	2	0	0	1	18
chr1	501621	504979	2	2	0	1	0	32
chr1	501621	514358	2	2	0	0	1	50
chr1	502244	502861	2	2	0	0	1	38
chr1	505104	514358	2	2	1	2	4	30
chr1	514424	516845	2	2	0	0	1	41
chr1	514424	517155	2	4	1	1	0	35
chr1	514424	517184	2	2	1	2	2	40
chr1	514424	522858	2	2	0	0	1	18
chr1	517267	522858	2	2	1	0	8	37
chr1	527861	531151	2	2	0	0	1	14
chr1	711923	720031	2	2	1	0	1	47
chr1	727089	727559	1	3	0	0	1	40
chr1	729805	733306	2	2	1	0	6	49
chr1	730380	732016	2	2	0	0	1	50
chr1	732208	732980	2	2	1	0	4	50
chr1	733365	735422	2	2	1	0	1	11
chr1	733365	738833	2	2	0	0	1	20
chr1	736361	739776	2	2	0	0	1	48
chr1	743351	744194	2	2	1	0	1	39
chr1	743351	744727	2	2	0	0	1	18
chr1	743974	744591	2	2	0	0	1	38
chr1	744826	746694	2	2	1	0	3	47
chr1	746819	749237	2	2	0	0	1	41
chr1	746819	756076	2	2	1	0	4	26
chr1	753853	756076	2	2	0	1	0	40
chr1	756142	758966	2	2	1	2	4	47
chr1	759124	764722	2	2	1	0	8	37
chr1	764966	765226	2	2	0	0	2	21
chr1	765248	766328	2	2	1	0	16	50
chr1	766388	768547	2	2	1	0	8	41
chr1	768614	769496	2	2	1	0	3	49
chr1	769713	772975	2	2	1	0	2	14
chr1	773108	774170	2	2	1	0	2	23
chr1	805892	808573	2	2	1	0	1	25
chr1	808624	810066	2	2	1	0	1	38
chr1	827776	829002	1	1	1	1	0	42
chr1	855122	856448	1	1	1	1	0	10
chr1	945147	945517	2	2	1	1	0	13
chr1	945654	946172	2	2	1	2	0	37
chr1	946287	946401	2	2	1	1	0	28
chr1	948604	951126	2	2	1	1	0	14
chr1	951239	951999	2	2	1	1	0	20
chr1	956014	956094	2	2	1	1	0	24
