chr1	10125	10178	2	2	0	1	0	23
chr1	10156	10201	2	2	0	0	1	37
chr1	10156	10360	2	2	0	0	1	37
chr1	10156	10410	2	2	0	0	1	37
chr1	10179	10251	2	2	0	1	0	32
chr1	10179	10378	2	2	0	0	1	44
chr1	14830	14969	2	2	1	0	3	29
chr1	15039	15795	2	2	1	0	1	16
chr1	17056	17232	2	2	1	0	4	26
chr1	17369	17605	2	2	1	0	2	34
chr1	17743	17914	2	2	1	0	2	29
chr1	18062	18267	2	2	1	0	1	32
chr1	18370	18912	2	2	0	0	1	25
chr1	136270	136805	2	2	0	0	2	21
chr1	136367	136805	2	2	0	0	2	21
chr1	136562	136952	2	2	0	0	1	49
chr1	136562	137147	2	2	0	0	1	49
chr1	136904	136952	2	2	0	2	3	39
chr1	139848	140074	2	2	1	0	1	20
chr1	143012	146385	2	2	1	0	1	3
chr1	146510	146641	2	2	1	2	0	28
chr1	154018	155766	2	2	0	0	1	30
chr1	155832	164262	2	2	1	0	2	6
chr1	164792	165883	2	2	1	0	15	48
chr1	165943	168099	2	2	1	0	11	47
chr1	168166	169048	2	2	1	0	6	50
chr1	169265	172556	2	2	1	2	0	8
chr1	172689	173752	2	2	1	2	2	43
chr1	185351	185490	2	2	1	0	4	29
chr1	185560	186316	2	2	1	0	1	35
chr1	187578	187754	2	2	1	1	2	36
chr1	187891	188129	2	2	1	0	2	34
chr1	188585	188790	2	2	1	0	1	32
chr1	188903	195262	2	2	1	0	1	50
chr1	365693	373143	2	2	1	0	1	37
chr1	485209	489360	2	2	1	0	1	24
chr1	494899	494991	2	2	1	0	2	14
chr1	495050	497108	2	2	1	0	1	28
chr1	497300	498072	2	2	1	1	4	43
chr1	497300	498398	2	2	1	0	2	39
chr1	498306	498398	2	2	1	0	6	37
chr1	499370	501555	2	2	1	0	2	44
chr1	501621	502464	2	2	1	0	1	23
chr1	501621	502861	2	2	1	1	1	34
chr1	502244	502464	2	2	1	1	0	29
chr1	502244	502861	2	2	0	0	1	19
chr1	505104	514358	2	2	1	1	0	46
chr1	514424	517184	2	2	1	0	2	33
chr1	517267	522858	2	2	1	0	9	46
chr1	527861	531151	2	2	0	1	0	46
chr1	531284	532347	2	2	0	0	1	43
chr1	720201	724357	2	2	1	0	1	24
chr1	729805	733306	2	2	1	0	5	46
chr1	732208	732980	2	2	1	0	8	49
chr1	733365	735422	2	2	1	0	1	7
chr1	736771	738829	2	2	0	1	0	36
chr1	736771	738833	2	2	0	2	0	41
chr1	743351	744194	2	2	1	0	1	23
chr1	743974	744591	2	2	0	0	1	19
chr1	744392	744727	2	2	1	0	2	29
chr1	744826	746435	2	2	0	0	1	18
chr1	744826	746694	2	2	1	0	1	48
chr1	746819	749237	2	2	0	0	1	26
chr1	756142	758966	2	2	1	2	2	47
chr1	759124	764722	2	2	1	0	8	46
chr1	765248	766328	2	2	1	0	14	48
chr1	766388	768547	2	2	1	0	12	47
chr1	768614	769496	2	2	1	0	4	50
chr1	769713	772975	2	2	1	0	5	49
chr1	773108	774170	2	2	1	1	2	26
chr1	805892	808573	2	2	1	1	0	25
chr1	808624	810066	2	2	1	1	0	45
chr1	945654	946172	2	2	1	3	0	35
chr1	946287	946401	2	2	1	1	0	30
chr1	948233	948489	2	2	1	1	0	28
