chr1	10024	10106	2	2	0	0	1	19
chr1	10030	10106	2	2	0	0	1	19
chr1	10036	10106	2	2	0	0	1	19
chr1	10042	10106	2	2	0	0	1	19
chr1	10048	10106	2	2	0	0	1	19
chr1	10054	10106	2	2	0	0	1	19
chr1	10060	10106	2	2	0	0	1	19
chr1	10060	10178	2	2	0	0	1	42
chr1	10066	10106	2	2	0	0	1	19
chr1	10066	10178	2	2	0	0	1	42
chr1	10072	10178	2	2	0	0	1	42
chr1	10078	10178	2	2	0	0	1	42
chr1	10084	10178	2	2	0	0	1	42
chr1	10113	10372	2	2	0	0	1	41
chr1	10113	10378	2	2	0	0	1	47
chr1	10113	10384	2	2	0	0	1	44
chr1	10113	10390	2	2	0	0	1	38
chr1	10125	10178	2	2	0	1	0	40
chr1	10137	10207	2	2	0	0	1	31
chr1	10179	10434	2	2	0	0	1	43
chr1	10185	10397	2	2	0	0	1	45
chr1	12698	13220	1	1	0	0	1	46
chr1	14830	14969	2	2	1	0	7	48
chr1	15039	15795	2	2	1	0	3	16
chr1	16766	16857	2	2	1	0	3	43
chr1	17056	17232	2	2	1	0	1	38
chr1	17369	17525	2	2	0	0	1	35
chr1	17369	17605	2	2	1	0	1	46
chr1	17743	17914	2	2	1	0	3	31
chr1	18062	18267	2	2	1	0	1	19
chr1	91630	92090	2	2	1	0	1	33
chr1	136270	136610	2	2	0	0	3	49
chr1	136270	136659	2	2	0	0	3	49
chr1	136367	136610	2	2	0	0	3	49
chr1	136367	136659	2	2	0	0	3	49
chr1	136611	136708	2	2	0	0	1	40
chr1	136757	136952	2	2	0	0	1	25
chr1	136757	137147	2	2	0	0	1	25
chr1	136904	137147	2	2	0	0	1	35
chr1	137050	137147	2	2	0	0	1	49
chr1	139697	139789	2	2	0	1	0	17
chr1	139848	140074	2	2	1	0	1	30
chr1	139848	142946	2	2	0	0	1	35
chr1	143012	146385	2	2	1	2	1	37
chr1	146510	146641	2	2	1	0	1	23
chr1	146510	153353	2	2	0	0	1	12
chr1	146510	155766	2	2	1	0	8	48
chr1	153544	155766	2	2	0	0	1	40
chr1	155832	164262	2	2	1	0	12	49
chr1	164506	164770	2	2	0	0	3	21
chr1	164792	165883	2	2	1	0	31	50
chr1	165920	168099	2	2	0	0	1	30
chr1	165943	168099	2	2	1	1	25	47
chr1	168166	169044	2	2	0	0	1	40
chr1	168166	169048	2	2	1	0	16	45
